Protein,ProtNLM_Top1,ProtNLM_Top1_Score,ProtNLM_Top10
B9J08_002082,Protein kinase domain-containing protein,0.0306896816639549,Protein kinase domain-containing protein [0.0307] | Hypothetical_protein [0.0190] | Serine/threonine-protein kinase MARK-A [0.0172] | Serine/threonine protein kinase [0.0101] | Serine-rich adhesin for platelets [0.0088] | Proteophosphoglycan 5 [0.0070] | Serine/threonine-protein kinase [0.0066] | Serine-rich adhesin for platelets-like [0.0064] | Serine/threonine-protein kinase Doa [0.0058] | Cnidarian restricted protein [0.0045]
B9J08_002084,"WGS project CCBQ000000000 data, contig 00015",0.0331861004711547,"WGS project CCBQ000000000 data, contig 00015 [0.0332] | U3 small nucleolar ribonucleoprotein protein MPP10 [0.0278] | WGS project CCBQ000000000 data, contig 00106 [0.0264] | SAS4 domain-containing protein [0.0245] | WGS project CCBQ000000000 data, contig 00107 [0.0163] | (pine wood nematode) hypothetical protein [0.0163] | IEC3 subunit of the Ino80 complex, chromatin re-modelling-domain-containing protein [0.0153] | WGS project CCBQ000000000 data, contig 00016 [0.0116] | WGS project CCBQ000000000 data, contig 00058 [0.0097] | Neuroguidin [0.0094]"
B9J08_002086,Fanconi-associated nuclease,0.1196700015916733,Fanconi-associated nuclease [0.1197] | EC:3.1.4.1 [0.1075] | DNA helicase [0.0588] | ERCC4 domain-containing protein [0.0218] | EC:3.1.3.48 [0.0207] | EC:3.6.4.12 [0.0172] | EC:3.1.3.16 [0.0125] | HLJ1_G0019000.mRNA.1.CDS.1 [0.0000] | HLJ1_G0019840.mRNA.1.CDS.1 [0.0000] | HLJ1_G0010840.mRNA.1.CDS.1 [0.0000]
B9J08_002118,Hypothetical protein,0.0200815846540866,Hypothetical protein [0.0201] | Ovule protein [0.0154] | (pine wood nematode) hypothetical protein [0.0136] | Protein BIG GRAIN 1-like A [0.0064] | Protein BIG GRAIN 1-like B [0.0063] | Unkown protein [0.0062] | Protein kibra [0.0043] | Protein BIG GRAIN 1-like E [0.0035] | DUF3399 domain-containing protein [0.0035] | DUF3496 domain-containing protein [0.0028]
B9J08_002119,Spatacsin_C domain-containing protein,0.1002685777294412,Spatacsin_C domain-containing protein [0.1003] | Hypothetical protein [0.0670] | MMS19 nucleotide excision repair protein [0.0374] | Spatacsin [0.0321] | Auxin transport protein BIG [0.0295] | HECT domain-containing protein [0.0248] | UBR-type domain-containing protein [0.0245] | Auxin transport protein BIG-like [0.0183] | B30.2/SPRY domain-containing protein [0.0181] | E3 ubiquitin-protein ligase UPL7 [0.0136]
B9J08_002141,Hypothetical protein,0.2148739647284509,"Hypothetical protein [0.2149] | XK-related protein [0.0356] | Ion_trans domain-containing protein [0.0348] | Hypothetical_protein [0.0343] | Transmembrane protein [0.0325] | Conserved plasma membrane protein [0.0237] | Transmembrane protein, [0.0211] | Conserved protein [0.0185] | Hypothetical membrane protein [0.0152] | Hypothetical membrane spanning protein [0.0100]"
B9J08_002156,Nuclear pore complex protein Nup85,0.3163966144756256,Nuclear pore complex protein Nup85 [0.3164] | ANK_REP_REGION domain-containing protein [0.1266] | Nup85 [0.0449] | FAT domain-containing protein [0.0274] | EC:2.7.11.1 [0.0240] | TPR_REGION domain-containing protein [0.0191] | Nup188_C domain-containing protein [0.0170] | Ankyrin repeat protein [0.0159] | Clr5 domain-containing protein [0.0139] | Ankyrin repeat domain-containing protein [0.0124]
B9J08_002161,Hypothetical protein,0.1019795895864762,"Hypothetical protein [0.1020] | Str. FM013 [0.0279] | RYDR_ITPR domain-containing protein [0.0253] | RNase III domain-containing protein [0.0167] | DDE_Tnp_1_7 domain-containing protein [0.0138] | Reverse transcriptase domain-containing protein [0.0122] | Importin N-terminal domain-containing protein [0.0112] | Hypothetical_protein [0.0096] | WGS project CBMI000000000 data, contig [0.0079] | Reverse transcriptase [0.0064]"
B9J08_002163,Transmembrane protein,0.0802671640872084,"Transmembrane protein [0.0803] | Hypothetical_protein_-_conserved [0.0414] | Hypothetical protein [0.0387] | Hypothetical_protein [0.0374] | ATP synthase subunit e, mitochondrial [0.0347] | Transmembrane protein, [0.0276] | EF-hand domain-containing protein [0.0206] | Hypothetical_protein_conserved [0.0192] | Expressed protein [0.0136] | NADH-ubiquinone reductase complex 1 MLRQ subunit [0.0099]"
B9J08_002176,Hypothetical protein,0.0393752736004994,"Hypothetical protein [0.0394] | C2H2-type domain-containing protein [0.0252] | DUF4378 domain-containing protein [0.0234] | Protein FAM193B [0.0219] | Expressed conserved protein [0.0123] | Protein FAM193A [0.0111] | WGS project CCBQ000000000 data, contig 00015 [0.0049] | E3 ubiquitin-protein ligase [0.0041] | Protein FAM193B-like [0.0037] | DUF2695 domain-containing protein [0.0037]"
B9J08_002204,Topoisomerase I damage affected protein 11,0.9087093148450928,"Topoisomerase I damage affected protein 11 [0.9087] | Topoisomerase 1-associated factor 1 [0.0159] | Topoisomerase i damage affected protein 11 [0.0107] | Topoisomerase I damage affected protein 11-like [0.0022] | Topoisomerase II-associated protein PAT1 [0.0018] | Topoisomerase I damage affected-like protein [0.0011] | Topoisomerase I damage affected protein 11, [0.0010] | Topoisomerase I damage affected protein 8 [0.0009] | Topoisomerase IB [0.0007] | Topoisomerase II [0.0007]"
B9J08_002205,GPI mannosyltransferase 2,0.0987191412664475,"GPI mannosyltransferase 2 [0.0987] | MBOAT_2 domain-containing protein [0.0954] | MBOAT-domain-containing protein [0.0950] | MBOAT family protein [0.0586] | Acyloxyacyl hydrolase [0.0396] | Peroxisomal membrane protein [0.0262] | Lysophospholipid acyltransferase [0.0195] | Glycerol uptake protein 1 [0.0174] | MBOAT, membrane-bound O-acyltransferase family-domain-containing protein [0.0171] | Acyl-CoA N-acyltransferase [0.0170]"
B9J08_002218,Hypothetical protein,0.1879510656900341,"Hypothetical protein [0.1880] | MADS-box domain-containing protein [0.0305] | NAC domain-containing protein [0.0245] | NAM-associated domain-containing protein [0.0230] | Transcription factor [0.0188] | (pine wood nematode) hypothetical protein [0.0136] | MADS-box transcription factor family protein [0.0099] | (thale cress) hypothetical protein [0.0098] | MADS-box protein [0.0058] | Heat shock transcription factor, other eukaryote [0.0056]"
B9J08_002228,Transmembrane protein,0.1299995779178775,"Transmembrane protein [0.1300] | Transmembrane protein 241 [0.1192] | Transmembrane protein 220 [0.0696] | Transmembrane protein 101 [0.0522] | Transmembrane protein 38B [0.0438] | Transmembrane protein, [0.0407] | Transmembrane protein 45B [0.0277] | Transmembrane protein 267 [0.0208] | Transmembrane protein 205 [0.0185] | Transmembrane protein 101-like [0.0155]"
B9J08_002234,Myristoylated alanine-rich C-kinase substrate-like,0.0244377655201893,Myristoylated alanine-rich C-kinase substrate-like [0.0244] | Myristoylated alanine-rich C-kinase substrate [0.0179] | Axonal membrane protein GAP-43 [0.0167] | Brain acid soluble protein 1 [0.0100] | MARCKS [0.0099] | MARCKS multi-domain protein [0.0074] | Low-temperature-induced 65 kDa protein-like [0.0071] | Neurofilament heavy polypeptide-like [0.0067] | Neuromodulin [0.0063] | Brain acid soluble protein 1-like [0.0063]
B9J08_002244,Cell wall protein,0.0423984557178173,"Cell wall protein [0.0424] | GPI anchored protein [0.0211] | WGS project CABT00000000 data, contig 2.2 [0.0164] | GRAM_POS_ANCHORING domain-containing protein [0.0160] | GPI anchored serine-rich protein [0.0142] | WGS project CABT00000000 data, contig 2.3 [0.0141] | WGS project CBMI000000000 data, contig [0.0135] | WGS project CABT00000000 data, contig 2.1 [0.0120] | WGS project CABT00000000 data, contig 2.4 [0.0114] | Surface-exposed virulence protein [0.0072]"
B9J08_002247,Secreted protein,0.3568076396568076,Secreted protein [0.3568] | Conserved secreted protein [0.0236] | Hypothetical protein [0.0214] | Secreted phosphoprotein 1 [0.0135] | Hypothetical secreted protein [0.0114] | Hypothetical conserved protein [0.0088] | Secreted salivary protein [0.0083] | Hyphal wall protein 1 [0.0037] | Hyphal wall protein 1-like [0.0036] | Secreted phosphoprotein 24 [0.0030]
B9J08_002248,Hypothetical protein,0.1134229045993125,"Hypothetical protein [0.1134] | PRESAN domain-containing protein [0.0907] | Retrotrans_gag domain-containing protein [0.0607] | Myb_DNA-bind_3 domain-containing protein [0.0282] | Zf-RVT domain-containing protein [0.0239] | Transposase, Ptta/En/Spm, plant [0.0216] | DUF4219 domain-containing protein [0.0203] | Transposon protein, putative, CACTA, En/Spm sub-class [0.0107] | Protein FAR1-RELATED SEQUENCE [0.0101] | Transposase, Ptta/En/Spm [0.0096]"
B9J08_002255,Secreted protein,0.1068228704191747,"Secreted protein [0.1068] | Str. FM013 [0.0443] | Similar to [0.0389] | Opaque-phase-specific protein OP4 [0.0360] | Hydrophobin [0.0140] | CBP domain-containing protein [0.0111] | WGS project CBMI000000000 data, contig [0.0103] | Secretoglobin family 3A member 1 [0.0075] | Secretoglobin family 3A member 2 [0.0071] | Cell wall mannoprotein 1 [0.0058]"
B9J08_002256,YhhN-like protein,0.1796630614876823,YhhN-like protein [0.1797] | Integral membrane protein [0.0488] | TMEM135_C_rich domain-containing protein [0.0407] | Transmembrane protein 86B [0.0350] | ER lumen protein retaining receptor [0.0258] | Hypothetical protein [0.0241] | YhhN-domain-containing protein [0.0189] | Transmembrane protein [0.0169] | ER lumen protein-retaining receptor [0.0144] | YhhN family protein [0.0137]
B9J08_002270,Nuclear pore complex protein,0.2381489885206452,Nuclear pore complex protein [0.2381] | Nucleoporin_C domain-containing protein [0.1368] | Nucleoporin NUP192 [0.1265] | PCI domain-containing protein [0.0562] | Nucleoporin [0.0517] | COP9 signalosome complex subunit 4 [0.0450] | Nucleoporin Nup186/Nup192/Nup205 [0.0283] | Nuclear pore complex protein Nup205 [0.0104] | COP9 signalosome complex subunit 2 [0.0094] | ANK_REP_REGION domain-containing protein [0.0088]
B9J08_002282,Hypothetical_protein,0.0523264152628126,Hypothetical_protein [0.0523] | Hypothetical protein [0.0305] | (pine wood nematode) hypothetical protein [0.0212] | ATP-dependent DNA helicase 2 subunit 1 [0.0152] | ERp29 domain-containing protein [0.0134] | P-loop containing nucleoside triphosphate hydrolase protein [0.0098] | P-loop containing nucleoside triphosphate hydrolase [0.0083] | Vacuolar protein sorting-associated protein 33A [0.0064] | ATP-dependent DNA helicase II subunit 2 [0.0062] | COP9 signalosome complex subunit 7b [0.0055]
B9J08_002286,HUN domain-containing protein,0.1180544505191236,"HUN domain-containing protein [0.1181] | Kri1_C domain-containing protein [0.0368] | Hypothetical protein [0.0254] | IK cytokine [0.0238] | Zinc finger, CCHC-type [0.0203] | Kanadaptin [0.0180] | RED_C domain-containing protein [0.0116] | IKAROS family zinc finger 3 [0.0084] | Kanadaptin-like [0.0043] | Zinc finger CCCH domain-containing protein 15 homolog [0.0043]"
B9J08_002288,Trm112 family protein,0.0233378951138896,Trm112 family protein [0.0233] | UPF0434 protein [0.0133] | Trm112p-like protein [0.0071] | Zf-RING_14 domain-containing protein [0.0054] | Zf-C3HC4 domain-containing protein [0.0032] | Zf-C5HC2 domain-containing protein [0.0030] | DUF2130 domain-containing protein [0.0024] | E3 ubiquitin-protein ligase [0.0019] | Trm112p-domain-containing protein [0.0015] | Ribosomal protein L7/L12 [0.0012]
B9J08_002295,Fibroin heavy chain-like,0.0875893567202754,Fibroin heavy chain-like [0.0876] | Hypothetical protein [0.0425] | Ice-structuring protein 4-like [0.0191] | Processed variable antigen [0.0145] | Fibroin heavy chain [0.0125] | Silk fibroin [0.0113] | Glycine-rich cell wall structural protein 1 [0.0109] | Secreted protein [0.0081] | Sericin-1-like [0.0068] | Fibroin [0.0059]
B9J08_002296,Hypothetical_protein,0.0478844476997291,"Hypothetical_protein [0.0479] | Expressed protein [0.0433] | Secreted protein [0.0281] | Str. FM013 [0.0240] | GPI anchored protein [0.0136] | Collagen_mid domain-containing protein [0.0130] | GPI-anchored protein [0.0123] | GPI-anchored protein 23 [0.0107] | GPI-anchored protein pfl2 [0.0071] | GPI anchored protein, [0.0068]"
B9J08_002309,Hypothetical protein,0.0209065214103169,Hypothetical protein [0.0209] | Str. FM013 [0.0177] | PREDICTED: TMV resistance [0.0169] | TMV resistance protein N-like [0.0147] | MATH domain-containing protein [0.0143] | Pentatricopeptide repeat-containing protein [0.0096] | TMV resistance protein N [0.0077] | F-box protein [0.0038] | F-box family protein [0.0038] | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [0.0031]
B9J08_002314,CID domain-containing protein,0.0399867151176996,CID domain-containing protein [0.0400] | F-BAR domain-containing protein [0.0343] | FCH domain-containing protein [0.0193] | (thale cress) hypothetical protein [0.0160] | GED domain-containing protein [0.0145] | F-box protein [0.0130] | CACTA en-spm transposon protein [0.0130] | Cullin domain-containing protein [0.0112] | F-box family protein [0.0073] | F-box protein SKIP24 [0.0017]
B9J08_002319,Reverse transcriptase domain-containing protein,0.1455004550238964,Reverse transcriptase domain-containing protein [0.1455] | Retrovirus-related Pol polyprotein from transposon TNT 1-94 [0.0441] | Signal peptide protein [0.0211] | Integrase catalytic domain-containing protein [0.0205] | CDT1 domain-containing protein [0.0135] | Reverse transcriptase Ty1/copia-type domain-containing protein [0.0121] | Nucleoporin [0.0088] | Signal transducer and activator of transcription [0.0079] | Retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM [0.0074] | Conserved oligomeric Golgi complex subunit 3 [0.0071]
B9J08_002330,SAG family member,0.0416334591866855,SAG family member [0.0416] | BgtE- [0.0342] | Secreted protein [0.0341] | BgtAcSP- [0.0245] | BBE domain-containing protein [0.0147] | (pine wood nematode) hypothetical protein [0.0103] | S-protein homolog [0.0079] | SAG-related sequence SRS32 [0.0035] | SAG-related sequence SRS49C [0.0026] | SAG-related sequence SRS49D [0.0024]
B9J08_002356,Hypothetical protein,0.0392226429791079,Hypothetical protein [0.0392] | Suppressor protein SRP40-like [0.0378] | Dentin sialophosphoprotein-like [0.0344] | Suppressor protein SRP40 [0.0143] | Dentin sialophosphoprotein [0.0127] | Histone H3.v1-like [0.0083] | Bromodomain adjacent to zinc finger domain protein 2B [0.0077] | Bromodomain adjacent to zinc finger domain protein 1A [0.0060] | Bromodomain adjacent to zinc finger domain 2B [0.0055] | Histone acetyltransferase GCN5 [0.0048]
B9J08_002372,Translocon-associated protein subunit gamma,0.0466182587149577,"Translocon-associated protein subunit gamma [0.0466] | Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 [0.0385] | G_PROTEIN_RECEP_F1_2 domain-containing protein [0.0191] | Translocon at the inner envelope membrane of chloroplasts 214 [0.0187] | Protein TIC 214 [0.0150] | Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 [0.0121] | Dolichyldiphosphatase [0.0113] | Dolichyl-diphosphooligosaccharide--protein glycotransferase [0.0103] | Dolichyl-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-dolichol alpha-1,2-glucosyltransferase [0.0097] | Cellulose synthase catalytic subunit [0.0096]"
B9J08_002384,DUF725 domain-containing protein,0.1255413950436743,"DUF725 domain-containing protein [0.1255] | Orphan protein [0.0287] | Hypothetical protein [0.0282] | Conjugal transfer protein TraN [0.0232] | Secreted protein [0.0136] | Conjugal transfer protein TraH [0.0119] | Entry exclusion protein 1 [0.0109] | Mitochondrial intermembrane space cysteine motif-containing protein MIX23 [0.0085] | Conserved domain protein [0.0083] | Cx9C motif-containing protein 4, mitochondrial [0.0070]"
B9J08_002397,Claspin,0.0670928659179762,Claspin [0.0671] | Histone acetyltransferase [0.0317] | Hypothetical_protein [0.0189] | Shugoshin_C domain-containing protein [0.0170] | Bgt- [0.0111] | Something about silencing protein 10 [0.0077] | Protein SQS1 [0.0055] | Vacuolar protein sorting-associated protein 29 [0.0051] | Histone acetyltransferase KAT6B [0.0041] | SNF2-related [0.0037]
B9J08_002407,Hypothetical protein,0.2380663324351124,"Hypothetical protein [0.2381] | Hypothetical_protein [0.0335] | (pine wood nematode) hypothetical protein [0.0183] | UPF0488 protein CG14286 [0.0096] | Swib domain-containing protein [0.0070] | Swirm domain-containing protein [0.0056] | Translation machinery-associated protein 22 [0.0044] | WGS project CCBQ000000000 data, contig 00015 [0.0037] | Translation machinery-associated protein 16 [0.0034] | Histone H3 [0.0028]"
