Protein,Gene ID,source_id,Product Description,Protein Length,Ortholog count,Paralog count,ProtNLM_Top1,ProtNLM_Top1_Score,ProtNLM_Top10,ProtNLM_Top1_Generic,ProtNLM_Score_GE_0.2,ProtNLM_Score_GE_0.5,ProtNLM_Score_GE_0.8,ProtNote_Top_GO,ProtNote_Top_GO_Description,ProtNote_Top_Probability,ProtNote_Top_Rank,ProtNote_Top_Specific_GO,ProtNote_Top_Specific_Description,ProtNote_Top_Specific_Probability,ProtNote_Top_Specific_Rank,ProtNote_NonObsolete_Count,ProtNote_Specific_Count,ProtNote_HighConf_Specific_Count,ProtNote_All_Specific_Descriptions,Has_ProtNote_Specific_Prediction,Has_HighConf_ProtNote_Specific,ProtNLM_NonGeneric,Candidate_Priority_Score,GO2SUM_Function_Text,GO2SUM_Function_Word_Count,GO2SUM_Function_Exact_Duplicate_Count,GO2SUM_Function_Review_Reasons,GO2SUM_Function_Review_Flag,GO2SUM_Pathway_Text,GO2SUM_Pathway_Word_Count,GO2SUM_Pathway_Exact_Duplicate_Count,GO2SUM_Pathway_Review_Reasons,GO2SUM_Pathway_Review_Flag,GO2SUM_Subunit_Text,GO2SUM_Subunit_Word_Count,GO2SUM_Subunit_Exact_Duplicate_Count,GO2SUM_Subunit_Review_Reasons,GO2SUM_Subunit_Review_Flag,GO2SUM_Any_Review_Flag,GO2SUM_Number_Of_Flagged_Output_Types
B9J08_003733,B9J08_003733,B9J08_003733-t37_1,hypothetical protein,418,20,0,Smg4_UPF3 domain-containing protein,0.1349687818394641,Smg4_UPF3 domain-containing protein [0.1350] | Mediator of RNA polymerase II transcription subunit 19 [0.0353] | Surfeit locus protein 6 [0.0214] | BZIP domain-containing protein [0.0153] | Hypothetical protein [0.0133] | Regulator of nonsense transcripts 3A [0.0121] | Surfeit locus protein 6 homolog [0.0095] | Surp module [0.0084] | Hepatoma-derived growth factor-related protein 2-like [0.0082] | Surp module family protein [0.0075],False,False,False,False,GO:0005575,cellular_component,0.9663,1,GO:0003676,nucleic acid binding,0.891,4,20,12,12,nucleic acid binding | intracellular part | cellular component organization | heterocyclic compound binding | organic cyclic compound binding | cellular component organization or biogenesis | tubulin binding | intracellular organelle | intracellular membrane-bounded organelle | RNA binding | regulation of cellular process | microtubule cytoskeleton organization,True,True,True,3,"Tubulin-binding protein that binds to microtubules and affects microtubule dynamics, microtubule organization and dynamics.",14,1,,False,Amino-acid biosynthesis.,2,32,,False,Homodimer.,1,182,,False,False,0
B9J08_001731,B9J08_001731,B9J08_001731-t37_1,hypothetical protein,607,22,0,WPP domain-associated protein,0.1348922495499038,WPP domain-associated protein [0.1349] | DUF4201 domain-containing protein [0.0673] | WPP domain-associated protein-like [0.0449] | NAB domain-containing protein [0.0404] | WPP domain-interacting protein 2 [0.0217] | Detected protein of confused Function [0.0091] | WPP domain-interacting protein 2-like [0.0089] | Protein MRVI1 [0.0080] | WPP domain-interacting protein 1 [0.0068] | WPP domain-interacting protein [0.0050],False,False,False,False,GO:0008150,biological_process,0.6221,1,GO:0044424,intracellular part,0.5666,4,20,16,1,intracellular part | regulation of signal transduction | localization | transport | organelle part | intracellular organelle part | regulation of signaling | macromolecule localization | establishment of localization | organic substance transport | protein transport | regulation of cell communication | leaflet of membrane bilayer | organelle membrane | nitrogen compound transport | regulation of intracellular signal transduction,True,True,True,3,Regulates intracellular signal transduction.,4,1,,False,Nitrogen metabolism.,2,20,,False,Interacts with YIF1.,3,4,,False,False,0
B9J08_000890,B9J08_000890,B9J08_000890-t37_1,hypothetical protein,207,8,0,Infection structure specific protein,0.1329563013526846,Infection structure specific protein [0.1330] | Hemagglutinin [0.0725] | Egg protein [0.0404] | Secreted protein [0.0364] | Fibroin [0.0232] | Hypothetical_protein [0.0204] | Fibroin heavy chain [0.0152] | Fibroin 1 [0.0121] | Hemagglutinin-like protein [0.0108] | Hemagglutinin-related protein [0.0102],False,False,False,False,GO:0005575,cellular_component,0.9797,1,GO:0051179,localization,0.825,4,17,13,9,localization | establishment of localization | transport | intrinsic component of membrane | external encapsulating structure | cell wall | integral component of membrane | multi-organism process | pathogenesis | cytoplasm | membrane | biological adhesion | intracellular part,True,True,True,3,"Part of the OBSOLETE complex, a complex required for the translocation of lipoproteins and proteins from the endoplasmic reticulum to the plasma membrane.",23,1,obsolete_placeholder,True,Lipid metabolism; OBSOLETE biosynthesis.,4,3,obsolete_placeholder,True,Homodimer.,1,182,,False,True,2
B9J08_000892,B9J08_000892,B9J08_000892-t37_1,hypothetical protein,247,7,0,Secreted protein,0.1326536015992905,"Secreted protein [0.1327] | Infection structure specific protein [0.0513] | GPI anchored protein [0.0328] | Fibroin heavy chain [0.0239] | Sericin-1-like [0.0162] | Sericin-1 [0.0154] | GPI anchored protein, [0.0111] | Sericin-2 [0.0104] | Cell wall protein [0.0098] | GPI-anchored protein [0.0029]",False,False,False,False,GO:0005575,cellular_component,0.9253,1,GO:0030312,external encapsulating structure,0.5913,4,18,12,5,external encapsulating structure | fungal-type cell wall | cell wall | structural molecule activity | cell wall organization or biogenesis | external encapsulating structure organization | intrinsic component of membrane | structural constituent of cell wall | cellular component organization or biogenesis | extracellular region | cell wall organization | intracellular part,True,True,True,3,Component of the outer cell wall layer. Required for stability of the cell wall and for optimal growth. Required during the transition from yeast to spore life span.,28,1,,False,Glycolipid biosynthesis.,2,9,,False,Homodimer.,1,182,,False,False,0
B9J08_000005,B9J08_000005,B9J08_000005-t37_1,hypothetical protein,202,8,0,GPI anchored protein,0.1325214030536454,"GPI anchored protein [0.1325] | GPI anchored protein, [0.0865] | Secreted protein [0.0361] | Cell wall protein [0.0344] | Hypothetical_protein [0.0258] | Expressed protein [0.0201] | GPI-anchored protein [0.0142] | GPI-anchored protein 26 [0.0092] | Cell wall [0.0075] | GPI-anchored protein pfl2 [0.0072]",False,False,False,False,GO:0005575,cellular_component,0.9255,1,GO:0005576,extracellular region,0.5719,3,18,12,3,extracellular region | membrane | anchored component of membrane | plasma membrane | intrinsic component of membrane | external encapsulating structure | positive regulation of cell population proliferation | cell wall | cell adhesion | regulation of biological quality | regulation of cell population proliferation | biological adhesion,True,True,True,3,Cell surface proteoglycan that bears both heparan sulfate and chondroitin sulfate and that links the cytoskeleton to the interstitial matrix.,20,1,,False,Anchor biosynthesis; OBSOLETE biosynthesis.,4,10,obsolete_placeholder,True,Homodimer.,1,182,,False,True,1
B9J08_004711,B9J08_004711,B9J08_004711-t37_1,hypothetical protein,163,7,0,(thale cress) hypothetical protein,0.1324433849834796,"(thale cress) hypothetical protein [0.1324] | Ovule protein [0.0688] | Hypothetical protein [0.0334] | Protein CHUP1, chloroplastic [0.0221] | Protein CHUP1, chloroplastic-like [0.0205] | NAB domain-containing protein [0.0125] | BZIP transcription factor [0.0053] | Protein CHUP1 [0.0048] | Protein CHUP1 chloroplastic-like [0.0028] | Myosin heavy chain-related protein [0.0023]",False,False,False,False,GO:0044422,organelle part,0.7105,1,GO:0044422,organelle part,0.7105,1,18,13,5,organelle part | intracellular organelle part | intracellular part | anatomical structure development | cytoskeletal part | developmental process | multicellular organism development | multicellular organismal process | cellular component organization or biogenesis | cytoskeletal protein binding | cellular component organization | supramolecular fiber | tubulin binding,True,True,True,3,Tubulin is the major constituent of microtubules.,7,1,,False,Amino-acid biosynthesis; OBSOLETE biosynthesis.,4,16,obsolete_placeholder,True,Homodimer. Interacts with microtubules,4,1,,False,True,1
B9J08_002037,B9J08_002037,B9J08_002037-t37_1,hypothetical protein,377,37,0,Suppressor protein SRP40-like,0.1311940358736008,Suppressor protein SRP40-like [0.1312] | Suppressor protein SRP40 [0.0559] | Dentin sialophosphoprotein-like [0.0446] | Hypothetical protein [0.0220] | Hypothetical_protein [0.0184] | Dentin sialophosphoprotein [0.0163] | Suppressor protein SRP40-like protein [0.0104] | Small vasohibin-binding protein [0.0081] | Small conductance calcium-activated potassium channel protein [0.0043] | Protein BIG GRAIN 1-like A [0.0038],False,False,False,False,GO:0008150,biological_process,0.6436,1,GO:0044424,intracellular part,0.5577,3,19,14,3,intracellular part | vitamin biosynthetic process | water-soluble vitamin biosynthetic process | cell wall | external encapsulating structure | water-soluble vitamin metabolic process | cobalamin biosynthetic process | vitamin metabolic process | tetrapyrrole metabolic process | spore wall | cobalamin metabolic process | small molecule biosynthetic process | aminoglycan metabolic process | tetrapyrrole biosynthetic process,True,True,True,3,May play an important role in tetrapyrrole biosynthesis.,8,1,,False,Cofactor biosynthesis; tetrahydrofolylpolyglutamate biosynthesis.,4,1,,False,Homodimer.,1,182,,False,False,0
B9J08_002492,B9J08_002492,B9J08_002492-t37_1,hypothetical protein,317,19,0,(pine wood nematode) hypothetical protein,0.1311373078622169,(pine wood nematode) hypothetical protein [0.1311] | Secreted protein [0.0361] | DUF148 domain-containing protein [0.0233] | Hypothetical_protein [0.0213] | RxLR-like protein [0.0208] | Hypothetical protein [0.0201] | DUF4476 domain-containing protein [0.0200] | Mitochondrial F1F0 ATP synthase associated protein [0.0136] | DUF4197 domain-containing protein [0.0033] | Mitochondrial F1-ATPase assembly protein [0.0023],False,False,False,False,GO:0042221,response to chemical,0.6113,1,GO:0042221,response to chemical,0.6113,1,20,15,2,response to chemical | response to stimulus | membrane | negative regulation of translation | response to antibiotic | organic substance transport | defense response | regulation of cellular amide metabolic process | intrinsic component of membrane | heterocyclic compound binding | plasma membrane | integral component of membrane | response to stress | posttranscriptional regulation of gene expression | negative regulation of biosynthetic process,True,True,True,3,"The main function of this protein is to resist bacterial lipopolysaccharide, probably by inhibiting the biosynthesis of the antibiotic phosphingosine.",20,1,bacterial_or_viral_context,True,Amino-acid biosynthesis; L-cysteine biosynthesis.,4,1,,False,Homodimer.,1,182,,False,True,1
B9J08_000597,B9J08_000597,B9J08_000597-t37_1,hypothetical protein,473,7,0,Transmembrane protein,0.1309740781936298,"Transmembrane protein [0.1310] | TRP domain-containing protein [0.1031] | Pecanex-like protein [0.0519] | Hypothetical_protein [0.0329] | Conserved plasma membrane protein [0.0242] | Lipase_3 domain-containing protein [0.0169] | Transmembrane protein, [0.0157] | Chloride channel CLIC-like protein 1 [0.0108] | Protein tincar [0.0066] | Chloride channel protein [0.0058]",False,False,False,False,GO:0005575,cellular_component,0.9791,1,GO:0044424,intracellular part,0.89,3,18,9,8,intracellular part | intrinsic component of membrane | integral component of membrane | intracellular organelle | intracellular membrane-bounded organelle | regulation of biological process | regulation of cellular process | endoplasmic reticulum | signal transduction,True,True,True,3,May play a role in cellular response to oxidative stress.,10,1,,False,Amino-acid biosynthesis; OBSOLETE biosynthesis.,4,16,obsolete_placeholder,True,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,True,2
B9J08_002228,B9J08_002228,B9J08_002228-t37_1,hypothetical protein,127,6,0,Transmembrane protein,0.1299995779178775,"Transmembrane protein [0.1300] | Transmembrane protein 241 [0.1192] | Transmembrane protein 220 [0.0696] | Transmembrane protein 101 [0.0522] | Transmembrane protein 38B [0.0438] | Transmembrane protein, [0.0407] | Transmembrane protein 45B [0.0277] | Transmembrane protein 267 [0.0208] | Transmembrane protein 205 [0.0185] | Transmembrane protein 101-like [0.0155]",False,False,False,False,GO:0005575,cellular_component,0.9586,1,GO:0016021,integral component of membrane,0.8705,2,16,9,3,integral component of membrane | intrinsic component of membrane | membrane | leaflet of membrane bilayer | metabolic process | intracellular part | plasma membrane | organelle part | cellular metabolic process,True,True,True,3,The lipid bilayer contains a single lipid second layer responsible for the anchoring of lipid bilayers to form a hydrophobic double membrane.,22,1,,False,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,True,2
B9J08_003704,B9J08_003704,B9J08_003704-t37_1,hypothetical protein,316,5,0,TPX2_importin domain-containing protein,0.1285586390276547,TPX2_importin domain-containing protein [0.1286] | TPX2 domain-containing protein [0.0916] | INCENP_ARK-bind domain-containing protein [0.0184] | (thale cress) hypothetical protein [0.0157] | TPX2 family protein [0.0119] | Flocculation protein FLO11-like [0.0115] | Hypothetical protein [0.0068] | Protein TPX2 [0.0044] | Flocculation protein FLO11 [0.0032] | Protein virilizer [0.0032],False,False,False,False,GO:0005575,cellular_component,0.9144,1,GO:0009889,regulation of biosynthetic process,0.8801,2,20,18,18,"regulation of biosynthetic process | regulation of nucleobase-containing compound metabolic process | regulation of cellular biosynthetic process | regulation of macromolecule metabolic process | regulation of cellular metabolic process | regulation of RNA biosynthetic process | regulation of RNA metabolic process | regulation of metabolic process | regulation of macromolecule biosynthetic process | regulation of cellular macromolecule biosynthetic process | regulation of transcription, DNA-templated | regulation of nucleic acid-templated transcription | regulation of primary metabolic process | regulation of gene expression | regulation of biological process | regulation of nitrogen compound metabolic process | regulation of cellular process | membrane",True,True,True,3,Regulates the activity of the adenosylhomocysteine dioxygenase.,7,1,,False,Protein modification; protein ubiquitination.,4,16,,False,Interacts with BHLH148.,3,5,,False,False,0
B9J08_001548,B9J08_001548,B9J08_001548-t37_1,hypothetical protein,136,1864,17,MFS_1_like domain-containing protein,0.127270387342939,"MFS_1_like domain-containing protein [0.1273] | ADP,ATP carrier protein [0.0560] | Major facilitator superfamily protein [0.0417] | Major facilitator superfamily transporter [0.0330] | MFS transporter [0.0215] | MFS domain-containing protein [0.0198] | Peptide/nitrate transporter [0.0179] | Major facilitator superfamily domain, general substrate transporter [0.0163] | Protein ZINC INDUCED FACILITATOR-LIKE 1 [0.0137] | Proton-dependent oligopeptide transporter family [0.0129]",False,False,False,False,GO:0005575,cellular_component,0.9808,1,GO:0016021,integral component of membrane,0.9784,2,16,11,10,integral component of membrane | intrinsic component of membrane | intracellular part | organelle part | intracellular organelle part | organelle membrane | Golgi apparatus part | Golgi membrane | membrane | bounding membrane of organelle | cytoplasmic vesicle membrane,True,True,True,3,May play a role in cellular division.,7,2,,False,Protein modification; protein glycosylation.,4,85,,False,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,True,1
